id,gid,x,y,v_x,v_y,radius,time
0,0,-8.993500,-1.002500,0.130000,-0.050000,0.750000,0.050000
1,0,-8.993500,1.002500,0.130000,0.050000,0.750000,0.050000
2,1,-0.006500,0.000000,-0.130000,0.000000,0.750000,0.050000
0,0,-8.981150,-1.004749,0.247000,-0.044982,0.750000,0.100000
1,0,-8.981150,1.004749,0.247000,0.044982,0.750000,0.100000
2,1,-0.018850,0.000000,-0.247000,0.000000,0.750000,0.100000
0,0,-8.963535,-1.006971,0.352300,-0.044442,0.750000,0.150000
1,0,-8.963535,1.006971,0.352300,0.044442,0.750000,0.150000
2,1,-0.036465,0.000000,-0.352300,0.000000,0.750000,0.150000
0,0,-8.941182,-1.009171,0.447070,-0.043998,0.750000,0.200000
1,0,-8.941182,1.009171,0.447070,0.043998,0.750000,0.200000
2,1,-0.058818,0.000000,-0.447070,0.000000,0.750000,0.200000
0,0,-8.914563,-1.011349,0.532363,-0.043552,0.750000,0.250000
1,0,-8.914563,1.011349,0.532363,0.043552,0.750000,0.250000
2,1,-0.085437,0.000000,-0.532363,0.000000,0.750000,0.250000
0,0,-8.884107,-1.013504,0.609127,-0.043111,0.750000,0.300000
1,0,-8.884107,1.013504,0.609127,0.043111,0.750000,0.300000
2,1,-0.115893,0.000000,-0.609127,0.000000,0.750000,0.300000
0,0,-8.850196,-1.015638,0.678214,-0.042675,0.750000,0.350000
1,0,-8.850196,1.015638,0.678214,0.042675,0.750000,0.350000
2,1,-0.149804,0.000000,-0.678214,0.000000,0.750000,0.350000
0,0,-8.813251,-1.017793,0.738904,-0.043093,0.750000,0.400000
1,0,-8.813251,1.017793,0.738904,0.043093,0.750000,0.400000
2,1,-0.186674,0.000000,-0.737416,0.000000,0.750000,0.400000
0,0,-8.773768,-1.020039,0.789656,-0.044924,0.750000,0.450000
1,0,-8.773768,1.020039,0.789656,0.044924,0.750000,0.450000
2,1,-0.225822,0.000000,-0.782958,0.000000,0.750000,0.450000
