id,gid,x,y,v_x,v_y,radius,time
4,4,-5.961328,-0.039950,1.087257,0.042332,0.500000,1.900000
5,5,-3.488282,-3.630571,0.970558,1.030016,0.500000,1.900000
6,6,0.000600,-5.659731,-0.102725,1.446632,0.500000,1.900000
7,7,4.370051,-4.331467,-0.664253,0.664037,0.500000,1.900000
0,0,5.185665,0.337738,-1.473757,0.364744,0.500000,2.000000
1,1,3.875812,4.258827,-1.339305,-0.792520,0.500000,2.000000
2,2,-0.101999,6.150781,-0.160855,-1.016374,0.500000,2.000000
3,3,-3.857026,3.666586,0.899732,-1.020406,0.500000,2.000000
4,4,-5.846617,-0.037715,1.147110,0.022344,0.500000,2.000000
5,5,-3.404493,-3.522793,0.837889,1.077783,0.500000,2.000000
6,6,-0.007692,-5.510347,-0.082925,1.493840,0.500000,2.000000
7,7,4.287047,-4.253225,-0.830033,0.782418,0.500000,2.000000
0,0,5.043607,0.361248,-1.420588,0.235101,0.500000,2.100000
1,1,3.765083,4.186200,-1.107292,-0.726271,0.500000,2.100000
2,2,-0.107868,6.068174,-0.058688,-0.826067,0.500000,2.100000
3,3,-3.764390,3.588942,0.926366,-0.776442,0.500000,2.100000
4,4,-5.733712,-0.037277,1.129051,0.004384,0.500000,2.100000
5,5,-3.275574,-3.409777,1.289194,1.130156,0.500000,2.100000
6,6,-0.030553,-5.347344,-0.228605,1.630033,0.500000,2.100000
7,7,4.197866,-4.179824,-0.891811,0.734008,0.500000,2.100000
0,0,4.889442,0.375349,-1.541649,0.141011,0.500000,2.200000
1,1,3.657518,4.120792,-1.075651,-0.654071,0.500000,2.200000
2,2,-0.125101,5.967598,-0.172331,-1.005765,0.500000,2.200000
3,3,-3.674915,3.521249,0.894749,-0.676930,0.500000,2.200000
4,4,-5.632169,-0.047016,1.015430,-0.097391,0.500000,2.200000
5,5,-3.179621,-3.307366,0.959526,1.024110,0.500000,2.200000
6,6,-0.032047,-5.207543,-0.014944,1.398009,0.500000,2.200000
7,7,4.131941,-4.111653,-0.659256,0.681717,0.500000,2.200000
0,0,4.724353,0.393436,-1.650884,0.180870,0.500000,2.300000
1,1,3.557237,4.038586,-1.002814,-0.822068,0.500000,2.300000
2,2,-0.161377,5.858426,-0.362757,-1.091714,0.500000,2.300000
3,3,-3.566270,3.438677,1.086450,-0.825719,0.500000,2.300000
4,4,-5.524943,-0.067221,1.072257,-0.202053,0.500000,2.300000
5,5,-3.063354,-3.191138,1.162668,1.162286,0.500000,2.300000
6,6,0.008361,-5.041798,0.404076,1.657450,0.500000,2.300000
7,7,4.069813,-4.054654,-0.621280,0.569983,0.500000,2.300000
0,0,4.578573,0.396126,-1.457800,0.026905,0.500000,2.400000
1,1,3.475043,3.978539,-0.821936,-0.600469,0.500000,2.400000
2,2,-0.205637,5.779857,-0.442598,-0.785690,0.500000,2.400000
3,3,-3.466167,3.370870,1.001024,-0.678070,0.500000,2.400000
4,4,-5.428383,-0.081705,0.965609,-0.144839,0.500000,2.400000
5,5,-2.976831,-3.099492,0.865238,0.916455,0.500000,2.400000
6,6,0.052007,-4.884054,0.436463,1.577446,0.500000,2.400000
7,7,3.994321,-3.974701,-0.754916,0.799535,0.500000,2.400000
0,0,4.438710,0.386382,-1.398633,-0.097443,0.500000,2.500000
1,1,3.408275,3.934905,-0.667676,-0.436340,0.500000,2.500000
2,2,-0.193398,5.716663,0.122387,-0.631947,0.500000,2.500000
3,3,-3.396222,3.291678,0.699456,-0.791924,0.500000,2.500000
4,4,-5.331337,-0.137231,0.970456,-0.555257,0.500000,2.500000
5,5,-2.901437,-3.026172,0.753936,0.733203,0.500000,2.500000
6,6,0.088174,-4.744976,0.361669,1.390776,0.500000,2.500000
7,7,3.899319,-3.920450,-0.950024,0.542506,0.500000,2.500000
0,0,4.279005,0.385551,-1.597048,-0.008313,0.500000,2.600000
1,1,3.321361,3.878882,-0.869141,-0.560224,0.500000,2.600000
2,2,-0.184498,5.604206,0.088999,-1.124565,0.500000,2.600000
3,3,-3.334398,3.220670,0.618233,-0.710074,0.500000,2.600000
4,4,-5.236339,-0.205691,0.949983,-0.684597,0.500000,2.600000
5,5,-2.818053,-2.964988,0.833838,0.611839,0.500000,2.600000
6,6,0.120741,-4.618788,0.325668,1.261881,0.500000,2.600000
7,7,3.819848,-3.842458,-0.794709,0.779919,0.500000,2.600000
0,0,4.121060,0.387198,-1.579453,0.016479,0.500000,2.700000
1,1,3.224435,3.791053,-0.969261,-0.878294,0.500000,2.700000
2,2,-0.178215,5.530184,0.062829,-0.740226,0.500000,2.700000
3,3,-3.278325,3.126103,0.560733,-0.945676,0.500000,2.700000
4,4,-5.109042,-0.288661,1.272965,-0.829704,0.500000,2.700000
5,5,-2.722938,-2.886068,0.951156,0.789200,0.500000,2.700000
6,6,0.153861,-4.502766,0.331206,1.160220,0.500000,2.700000
7,7,3.767238,-3.768297,-0.526095,0.741617,0.500000,2.700000
0,0,3.968202,0.389656,-1.528577,0.024572,0.500000,2.800000
1,1,3.142293,3.726301,-0.821427,-0.647517,0.500000,2.800000
2,2,-0.171960,5.437131,0.062551,-0.930527,0.500000,2.800000
3,3,-3.210270,3.004883,0.680547,-1.212195,0.500000,2.800000
4,4,-4.996027,-0.343184,1.130151,-0.545232,0.500000,2.800000
5,5,-2.619181,-2.806336,1.037569,0.797323,0.500000,2.800000
6,6,0.188396,-4.386109,0.345353,1.166570,0.500000,2.800000
7,7,3.711660,-3.690666,-0.555783,0.776306,0.500000,2.800000
0,0,3.793469,0.415978,-1.747333,0.263227,0.500000,2.900000
1,1,3.055027,3.658718,-0.872651,-0.675829,0.500000,2.900000
2,2,-0.184329,5.374082,-0.123693,-0.630488,0.500000,2.900000
3,3,-3.179051,2.880784,0.312193,-1.240997,0.500000,2.900000
4,4,-4.879078,-0.413379,1.169487,-0.701949,0.500000,2.900000
5,5,-2.535456,-2.739564,0.837250,0.667717,0.500000,2.900000
6,6,0.226496,-4.271071,0.380992,1.150375,0.500000,2.900000
7,7,3.652259,-3.634829,-0.594013,0.558369,0.500000,2.900000
0,0,3.604738,0.418418,-1.887312,0.024395,0.500000,3.000000
1,1,2.963486,3.598529,-0.915410,-0.601897,0.500000,3.000000
2,2,-0.209893,5.308260,-0.255633,-0.658217,0.500000,3.000000
3,3,-3.133194,2.761582,0.458567,-1.192014,0.500000,3.000000
4,4,-4.749781,-0.474870,1.292972,-0.614905,0.500000,3.000000
5,5,-2.481282,-2.645093,0.541735,0.944709,0.500000,3.000000
6,6,0.273349,-4.130118,0.468532,1.409538,0.500000,3.000000
7,7,3.607478,-3.590232,-0.447803,0.445974,0.500000,3.000000
