id,gid,x,y,v_x,v_y,radius,time
0,0,-8.981865,-1.007024,0.181349,-0.070242,0.750000,0.100000
1,0,-8.979441,1.001757,0.205590,0.017572,0.750000,0.100000
2,1,-0.011515,-0.004308,-0.115151,-0.043083,0.750000,0.100000
0,0,-8.924139,-1.014465,0.577256,-0.074412,0.750000,0.200000
1,0,-8.923935,1.013006,0.555056,0.112485,0.750000,0.200000
2,1,-0.065089,0.010045,-0.535735,0.143528,0.750000,0.200000
0,0,-8.844697,-1.022444,0.794426,-0.079786,0.750000,0.300000
1,0,-8.866744,1.044140,0.571915,0.311338,0.750000,0.300000
2,1,-0.125020,0.016385,-0.599314,0.063401,0.750000,0.300000
0,0,-8.765023,-1.041454,0.796738,-0.190103,0.750000,0.400000
1,0,-8.807878,1.084196,0.588664,0.400568,0.750000,0.400000
2,1,-0.218703,0.018479,-0.936836,0.020945,0.750000,0.400000
0,0,-8.669948,-1.060052,0.950746,-0.185978,0.750000,0.500000
1,0,-8.735104,1.114434,0.727733,0.302378,0.750000,0.500000
2,1,-0.322380,0.023624,-1.036761,0.051448,0.750000,0.500000
0,0,-8.559599,-1.084466,1.103492,-0.244138,0.750000,0.600000
1,0,-8.656227,1.146289,0.788769,0.318547,0.750000,0.600000
2,1,-0.445012,0.034472,-1.226328,0.108478,0.750000,0.600000
0,0,-8.448262,-1.102265,1.113372,-0.177993,0.750000,0.700000
1,0,-8.564468,1.168163,0.917599,0.218745,0.750000,0.700000
2,1,-0.615068,0.028105,-1.700560,-0.063672,0.750000,0.700000
0,0,-8.319403,-1.127226,1.288588,-0.249609,0.750000,0.800000
1,0,-8.481191,1.187858,0.832766,0.196942,0.750000,0.800000
2,1,-0.756379,0.034126,-1.413104,0.060215,0.750000,0.800000
0,0,-8.199353,-1.156362,1.200500,-0.291358,0.750000,0.900000
1,0,-8.394589,1.207067,0.866015,0.192098,0.750000,0.900000
2,1,-0.926836,0.037093,-1.704570,0.029674,0.750000,0.900000
0,0,-8.091137,-1.187418,1.082160,-0.310564,0.750000,1.000000
1,0,-8.277436,1.253580,1.171531,0.465127,0.750000,1.000000
2,1,-1.055859,0.039605,-1.290229,0.025114,0.750000,1.000000
0,0,-7.981213,-1.234842,1.099238,-0.474236,0.750000,1.100000
